IRC,OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH,X11,Z39_50,aol,auth,bgp,count,courier,csnet_ns,ctf,daytime,diff_srv_rate,discard,domain,domain_u,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_rerror_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_count,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,dst_host_srv_serror_rate,duration,echo,eco_i,ecr_i,efs,exec,finger,ftp,ftp_data,gopher,harvest,hostnames,hot,http,http_2784,http_443,http_8001,icmp,imap4,is_guest_login,is_host_login,iso_tsap,klogin,kshell,land,ldap,link,logged_in,login,mtp,name,netbios_dgm,netbios_ns,netbios_ssn,netstat,nnsp,nntp,ntp_u,num_access_files,num_compromised,num_failed_logins,num_file_creations,num_outbound_cmds,num_root,num_shells,other,pm_dump,pop_2,pop_3,printer,private,red_i,remote_job,rerror_rate,rje,root_shell,same_srv_rate,serror_rate,shell,smtp,sql_net,src_bytes,srv_count,srv_diff_host_rate,srv_rerror_rate,srv_serror_rate,ssh,su_attempted,sunrpc,supdup,systat,tcp,telnet,tftp_u,tim_i,time,udp,urgent,urh_i,urp_i,uucp,uucp_path,vmnet,whois,wrong_fragment
False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,False,0.3732145646085636,False,False,False,False,-0.1314921649655137,False,False,False,-0.0968959692802817,0.6500931982427816,-0.1383696397379069,1.979790908735712,-0.4318561859170272,-1.3742280771385498,-0.3581175602375767,-1.2323196686290134,-0.2299804114222935,1.9291161997395756,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,True,0,False,1.830140812488641,False,-0.0494534133373118,-1.7463456880735724,-0.3484679976419917,False,False,False,-0.0219881115740553,-0.3157893924767056,-0.3869625577782287,1.837603896814012,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.552593244000361,False,False,False,False,-0.3630345025240334,False,False,False,0.0834156003825383,-1.785207109864612,-0.4102171749164606,-0.6027188827211077,-0.3012488343102074,0.8980897600812592,-0.3581175602375767,1.0220785636428729,0.1213406010528618,-0.5654830758530992,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,True,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,1.1231252700182988,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0213345250217053,-0.2596478164148191,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,False,0.2098367160305181,False,False,False,False,-0.0543113857793405,False,False,False,-0.0968959692802817,0.6500931982427816,0.0428620503811288,-0.6027188827211077,-0.4318561859170272,-1.3742280771385498,3.3031067224494226,-1.2323196686290134,-0.2299804114222935,-0.5654830758530992,3.195110696478575,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,True,0,False,-0.5730790259875042,False,-0.0494534133373118,-1.7221024919111834,3.037227249476308,False,False,False,-0.0219881115740553,-0.3157893924767056,-0.3869625577782287,-0.5650541419419354,3.0046590629011147,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.6070525268597096,False,False,False,False,-0.3630345025240334,False,False,False,0.0239401166098047,-2.0298005905915555,-0.4102171749164606,-0.6027188827211077,0.6456544648392363,0.8980897600812592,-0.3581175602375767,1.0220785636428729,0.0042335968944767,-0.5654830758530992,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,True,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,1.1231252700182988,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.021427592362493,-0.0912230882291597,0.283543936223899,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.0857993909202309,False,False,False,False,3.341642898412281,False,False,False,-0.0968488413216662,0.6500931982427816,2.534797789517871,-0.5768937848065395,2.800675766351763,-1.3971807825650124,-0.3581175602375767,-1.250211718091489,-0.2299804114222935,-0.5654830758530992,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,True,0,False,-0.5730790259875042,False,-0.0494534133373118,-1.7705888842359612,-0.3484679976419917,False,False,False,-0.0219859964072192,-0.3382460229014602,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,False,False,False,False,False,True,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.6070525268597096,False,False,False,False,-0.3630345025240334,False,False,False,-0.0925130691290422,0.6500931982427816,-0.3649092523867017,-0.6027188827211077,-0.4318561859170272,0.8751370546547964,-0.3581175602375767,1.0041865141803976,-0.2299804114222935,-0.5654830758530992,-0.3527495979187268,-0.1526914526958507,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,1.1231252700182988,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,True,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0219246565689728,-0.3382460229014602,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,2.1781507965184,False,False,False,False,-0.3630345025240334,False,False,False,-0.0968959692802817,0.6500931982427816,-0.4102171749164606,-0.6027188827211077,2.833327604253468,0.8980897600812592,-0.3581175602375767,1.0220785636428729,-0.2299804114222935,-0.5654830758530992,-0.3527495979187268,-0.1555340871487774,False,False,True,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,True,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0209136068213245,3.681490823129612,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,False,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.5992726293083741,False,False,False,False,-0.3630345025240334,False,False,False,-0.0886957044811884,0.6500931982427816,-0.3196013298569427,-0.5768937848065395,-0.4318561859170272,-0.8233631469034446,-0.3581175602375767,-0.686612160023517,-0.2299804114222935,-0.4407531120734655,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,6.5082802384200695,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0217216005527087,-0.3270177076890829,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,True,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,False,3.360695224321396,False,False,False,False,3.496004456784628,False,False,False,-0.0968959692802817,0.6500931982427816,4.120575078059434,1.8248403212483024,-0.4318561859170272,-1.3971807825650124,-0.1384441032763567,-1.250211718091489,-0.2299804114222935,1.9291161997395756,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,True,False,False,False,False,False,0,False,1.7099798205648336,False,-0.0494534133373118,-1.7948320803983502,-0.1791832352860767,False,False,False,-0.0219881115740553,-0.3382460229014602,-0.3869625577782287,1.837603896814012,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.5370334488976901,False,False,False,False,-0.3630345025240334,False,False,False,-0.0248844485158308,0.6500931982427816,-0.4102171749164606,-0.6027188827211077,-0.4318561859170272,0.8980897600812592,-0.3581175602375767,1.0220785636428729,-0.2299804114222935,-0.5654830758530992,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,True,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,1.1231252700182988,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0214868170339034,-0.2371911859900645,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,False,1.1123048319854365,False,False,False,False,-0.1314921649655137,False,False,False,-0.0968959692802817,0.6500931982427816,-0.0930617172081479,1.979790908735712,-0.4318561859170272,-1.3742280771385498,-0.3581175602375767,-1.241265693360251,-0.2299804114222935,1.9291161997395756,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,True,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,-0.8903726295675881,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,1.830140812488641,False,-0.0494534133373118,-1.7705888842359612,-0.3484679976419917,False,False,False,-0.0219881115740553,-0.3270177076890829,-0.3869625577782287,1.837603896814012,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.5214736537950191,False,False,False,False,-0.3630345025240334,False,False,False,-0.0782332976685522,0.6500931982427816,-0.4102171749164606,-0.6027188827211077,-0.4318561859170272,0.8980897600812592,-0.3581175602375767,1.0220785636428729,-0.2299804114222935,-0.5654830758530992,-0.3527495979187268,-0.1555340871487774,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,True,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,1.1231252700182988,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,False,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0214360530298373,-0.2147345555653099,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,-0.6070525268597096,False,False,False,False,-0.3630345025240334,False,False,False,-0.0925130691290422,0.6500931982427816,-0.3649092523867017,-0.6027188827211077,-0.3992043480153223,0.8980897600812592,-0.3581175602375767,1.0131325389116352,-0.2299804114222935,-0.5654830758530992,-0.3527495979187268,-0.1526914526958507,False,False,False,False,False,False,False,False,False,0,False,-0.1135211665012887,False,0,False,0,False,False,-0.1710713226526919,-0.0220946351399158,False,False,False,-0.0176238572990571,False,False,1.1231252700182988,False,False,False,False,False,False,False,False,False,False,-0.0523180306290202,-0.0164935580065733,-0.1439989461529286,-0.01291093793269,0.0,-0.0142592275125879,-0.0240204667661803,False,False,False,True,False,False,0,False,-0.5730790259875042,False,-0.0494534133373118,0.6294875358405377,-0.3484679976419917,False,False,False,-0.0219246565689728,-0.3382460229014602,-0.3869625577782287,-0.5650541419419354,-0.3473899835759734,False,-0.0126377698202533,False,False,False,True,False,False,False,False,False,-0.0194592490903361,0,False,False,False,False,False,-0.059103939684429
